ABE	MCO	1.0599230346344146
ABE	PHL	13.397872340425533
ABI	LAX	2.0
ABQ	BWI	-4.729390681003585
ABQ	HOU	4.358123675237305
ABQ	IAD	4.029986962190352
ABQ	OKC	4.682515337423313
ABQ	ONT	-1.8132743362831858
ABQ	PDX	-0.21044303797468356
ABQ	SAN	4.004603318936121
ABQ	SLC	3.420112021238709
ABQ	SNA	-7.0
ACV	SMF	2.258713516576934
ACY	LGA	55.5
ACY	PIT	4.359695495876506
ADK	ANC	-9.357664233576642
ADQ	BET	23.25
AEX	HOU	0.0
AEX	SHV	2.0
AGS	CHA	23.0
AGS	CVG	-20.5
AGS	JFK	14.0
AGS	SAV	8.223724378543393
AKN	ANC	11.937303087586642
AKN	DLG	9.722070844686648
ALB	BTV	1.763681592039801
ALB	BUF	3.892972972972973
ALB	BWI	7.461782681165172
ALB	IAD	5.530367074527253
ALB	ISP	12.115281501340483
ALO	STL	7.392857142857143
AMA	SLC	100.0
ANC	ADK	9.220588235294118
ANC	AKN	10.709409003627053
ANC	EWR	7.666666666666667
ANC	FAI	8.439312347678882
ANC	OTZ	10.503664921465969
ANC	STL	4.808080808080808
ASE	SLC	12.701536210680322
ATL	AUS	8.659109062980031
ATL	BOI	16.115384615384617
ATL	BOS	12.348797019481102
ATL	BUR	28.544152744630072
ATL	CHO	9.557015920029619
ATL	CID	19.630208333333332
ATL	DHN	13.513562205985387
ATL	DSM	15.009400496630011
ATL	EWR	15.219423182269074
ATL	GRK	14.406482106684672
ATL	GSO	8.958526174628355
ATL	GUC	8.325352112676056
ATL	HDN	5.543071161048689
ATL	LAW	3.206818181818182
ATL	LEX	9.058814097424879
ATL	LGB	-11.776315789473685
ATL	LIT	9.928404289892752
ATL	MCO	11.320381849739649
ATL	MEM	8.136759378905671
ATL	MHT	15.004083931840587
ATL	MLU	10.876855194544726
ATL	MSN	16.13348545350827
ATL	MTH	10.588709677419354
ATL	MYR	14.186404363069732
ATL	OAJ	15.021823472356935
ATL	PFN	13.12465601313185
ATL	PHL	11.923353959412818
ATL	PIA	12.14126330243735
ATL	PSP	2.8849557522123894
ATL	ROC	11.068339132027102
ATL	STL	8.21161980592187
ATW	CHS	-41.0
AUS	ATL	8.342192076460613
AUS	DEN	3.7045464103966017
AUS	DFW	5.712460574120653
AUS	ELP	4.800912983474292
AUS	GPT	5.0
AUS	HRL	2.366893950384448
AUS	IAH	5.35497477950503
AUS	MIA	0.4276827371695179
AUS	MSP	2.4271133211201255
AUS	PHX	3.321410163900629
AUS	RDU	5.034232050893668
AUS	TUL	-1.854945054945055
AVL	BWI	7.164165931156222
AVP	ALB	29.0
AVP	CLT	6.073446327683616
AVP	ELM	-2.5
AVP	LGA	93.16666666666667
AVP	PIT	4.015634202495048
AZO	CVG	-1.9227295534370297
AZO	DTW	3.803649281446795
AZO	GRB	-4.530193236714976
AZO	LAN	-2.6950371057513913
AZO	ORD	9.924721511104961
BDL	BOS	8.156297885381552
BDL	EWR	9.217176773455378
BDL	MCO	0.9335690360997395
BDL	MEM	-5.5625
BDL	MHT	133.0
BDL	PHL	9.570091121235693
BDL	ROC	-2.1197771587743732
BDL	STL	2.857019854132901
BET	ADQ	13.369047619047619
BFF	RAP	93.0
BFL	ONT	12.235849056603774
BFL	SAN	-3.5985915492957745
BFL	SLC	-0.49859943977591037
BFL	SNA	7.096938775510204
BGM	CVG	-2.9264069264069263
BGM	DTW	6.869976359338062
BGM	ITH	-2.9045226130653266
BGM	JFK	1.2352941176470589
BGR	CVG	1.515444470643716
BGR	DTW	6.634535367545077
BGR	JFK	13.577464788732394
BGR	ORD	10.110169491525424
BGR	PVD	0.4138080764220582
BGR	PWM	-0.10514689639938149
BGR	SYR	5.011320754716981
BHM	AUS	39.5
BHM	EWR	19.34041994750656
BHM	LIT	199.0
BHM	MCO	5.7214593958415065
BHM	MEM	0.801017101261405
BHM	STL	0.7489137891607592
BIS	FSD	2.0006587615283267
BIS	SLC	-0.11359159553512804
BJI	MSP	6.711229946524064
BNA	CHA	1.917617237008872
BNA	COS	5.0
BNA	CVG	5.2014319298995515
BNA	DTW	4.236186070418915
BNA	GSP	5.506566604127579
BNA	IND	4.023430178069353
BNA	JFK	14.304862842892769
BNA	LAS	-0.9526209677419355
BNA	LAX	-0.24153250637811208
BNA	MSY	6.2484362469927826
BNA	OAK	0.12948006057546693
BNA	ORD	10.296699223157013
BNA	PBI	4.52200172562554
BNA	PVD	2.891859949771015
BNA	TPA	5.492045502245729
BOI	ATL	0.8296178343949044
BOI	DEN	4.017820401046207
BOI	DFW	-5.725
BOI	IAH	-1.0393822393822394
BOI	MSP	3.264566210045662
BOI	PHX	0.5791838262822913
BOI	PSC	8.982596425211666
BOS	ATL	9.85848300570405
BOS	BDL	5.864281658148779
BOS	DCA	4.182442633343572
BOS	DEN	8.233583921448297
BOS	DFW	3.8348172844348567
BOS	HPN	8.896373056994818
BOS	IAH	7.4057952716139015
BOS	MIA	7.47770979020979
BOS	MSP	4.522047362863894
BOS	PHX	5.485854481330982
BOS	RDU	8.293052302888368
BOS	SWF	-3.0
BQN	EWR	4.96790757381258
BQN	MCO	0.3278048780487805
BRW	FAI	10.765949988315027
BTM	HLN	3.034090909090909
BTM	SLC	-0.9273293963254593
BTR	CSG	87.5
BTR	HOU	50.0
BTR	PNS	13.351592356687899
BTR	SHV	1.3032786885245902
BTV	ALB	-0.06892382103990327
BTV	CLE	3.703826955074875
BTV	LGA	6.368553702985653
BTV	PIT	4.290714345955975
BUF	ALB	4.875724404378622
